year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,price
1989.0,ford,bronco ii,good,6 cylinders,gas,220000.0,clean,manual,rwd,sedan,white,tx,5000
2010.0,chrysler,sebring,like new,4 cylinders,gas,130000.0,clean,automatic,fwd,sedan,red,mi,3995
2020.0,bmw,3 series 330i xdrive sedan,good,6 cylinders,gas,5580.0,clean,other,4wd,sedan,black,ks,38590
2008.0,lexus,is 350,good,6 cylinders,gas,160964.0,clean,automatic,rwd,sedan,grey,tn,12990
2016.0,ford,f150,good,6 cylinders,gas,65232.0,clean,automatic,4wd,other,white,co,31850
2017.0,chevrolet,silverado 1500,good,8 cylinders,gas,30783.0,clean,automatic,4wd,pickup,black,co,37397
2006.0,mercedes-benz,benz ml500,excellent,8 cylinders,gas,162000.0,clean,automatic,4wd,SUV,silver,me,7500
2006.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,272000.0,clean,automatic,rwd,truck,green,ca,7975
1999.0,subaru,impreza,good,6 cylinders,gas,167000.0,clean,manual,4wd,sedan,white,ok,2300
2014.0,kia,sportage lx sport utility 4d,good,6 cylinders,gas,88359.0,clean,automatic,fwd,SUV,silver,ca,13590
2005.0,lincoln,other,good,6 cylinders,gas,213000.0,clean,automatic,4wd,sedan,white,tx,0
2018.0,toyota,tundra,good,6 cylinders,gas,29851.0,clean,automatic,4wd,sedan,white,tn,46800
1970.0,ford,thunderbird,good,8 cylinders,gas,120000.0,clean,automatic,rwd,coupe,white,mi,8000
2014.0,bmw,328i,excellent,4 cylinders,gas,57482.0,clean,automatic,rwd,sedan,blue,ca,15000
1997.0,ford,f150,fair,6 cylinders,gas,370000.0,clean,manual,4wd,sedan,white,mt,2150
2008.0,ford,f250 super duty,good,6 cylinders,diesel,116500.0,clean,automatic,4wd,truck,white,nv,21000
2015.0,ford,f150 xlt,good,6 cylinders,gas,52540.0,clean,automatic,4wd,sedan,white,hi,34500
1994.0,chevrolet,silverado 1500,good,8 cylinders,gas,295000.0,clean,automatic,4wd,sedan,white,il,6000
1982.0,mercedes-benz,other,fair,5 cylinders,diesel,167000.0,clean,automatic,rwd,sedan,white,hi,1300
2006.0,honda,accord,good,4 cylinders,gas,187000.0,rebuilt,automatic,fwd,sedan,white,il,2500
2015.0,toyota,tacoma,good,6 cylinders,gas,78220.0,clean,automatic,4wd,pickup,white,pa,0
2018.0,hyundai,elantra,excellent,4 cylinders,gas,16765.0,clean,automatic,fwd,sedan,black,nj,17999
2004.0,ford,f250 super duty,good,8 cylinders,gas,158000.0,clean,automatic,4wd,pickup,white,nj,11200
2013.0,gmc,sierra 1500 crew cab,good,8 cylinders,other,121290.0,clean,automatic,4wd,pickup,custom,ca,26995
2018.0,bmw,340i,good,6 cylinders,gas,50580.0,clean,automatic,4wd,other,black,ct,299
2007.0,ford,f150,excellent,8 cylinders,gas,52000.0,clean,automatic,4wd,truck,blue,pa,10000
1998.0,mitsubishi,fuso fh211,good,4 cylinders,diesel,166302.0,clean,manual,rwd,truck,white,nj,26990
2014.0,lexus,rx,good,6 cylinders,other,101282.0,clean,automatic,4wd,wagon,white,tx,18995
2008.0,toyota,matrix,good,4 cylinders,gas,55807.0,clean,automatic,fwd,wagon,white,ca,9495
2016.0,bmw,m6 coupe 4d,good,8 cylinders,gas,36741.0,clean,other,rwd,coupe,white,ct,51990
2008.0,honda,civic,excellent,4 cylinders,hybrid,133300.0,clean,automatic,fwd,sedan,white,ks,5950
2000.0,pontiac,other,excellent,6 cylinders,gas,128600.0,clean,automatic,fwd,coupe,silver,mt,3900
2013.0,mercedes-benz,cclass,good,4 cylinders,gas,165060.0,clean,automatic,rwd,sedan,black,fl,7997
2013.0,toyota,4runner,good,6 cylinders,gas,177824.0,clean,automatic,4wd,SUV,custom,oh,19785
2007.0,honda,odyssey exl,excellent,6 cylinders,gas,130626.0,clean,automatic,fwd,mini-van,blue,wy,6999
2010.0,ford,f250,good,6 cylinders,diesel,148976.0,clean,automatic,4wd,pickup,white,or,24995
2013.0,acura,tl special edition sedan,good,6 cylinders,gas,67448.0,clean,automatic,fwd,sedan,silver,ca,16990
2016.0,volkswagen,egolf se hatchback,good,6 cylinders,gas,18161.0,clean,other,fwd,sedan,white,nm,15590
2018.0,gmc,other,good,8 cylinders,diesel,44977.0,clean,automatic,4wd,truck,white,or,0
2014.0,chevrolet,silverado 1500,good,6 cylinders,gas,96430.0,clean,automatic,4wd,sedan,white,ia,28888
2001.0,toyota,4runner limited,good,6 cylinders,gas,274969.0,clean,automatic,4wd,SUV,white,co,6900
2009.0,chevrolet,impala,fair,6 cylinders,gas,171000.0,clean,automatic,fwd,sedan,white,ia,4900
2018.0,ford,escape,good,4 cylinders,gas,17840.0,clean,automatic,4wd,SUV,black,oh,18989
1971.0,volkswagen,bus,good,4 cylinders,gas,20000.0,clean,manual,rwd,mini-van,green,nc,6500
2015.0,toyota,camry,excellent,4 cylinders,gas,99317.0,rebuilt,automatic,4wd,sedan,white,la,9800
2011.0,toyota,venza,good,6 cylinders,gas,126465.0,clean,automatic,fwd,wagon,white,az,11950
2002.0,ford,f350,good,6 cylinders,diesel,268869.0,clean,automatic,4wd,truck,brown,or,12500
2017.0,ford,other,like new,8 cylinders,diesel,83647.0,clean,automatic,4wd,truck,silver,fl,53800
2006.0,chevrolet,trailblazer ext,excellent,6 cylinders,gas,106000.0,clean,automatic,4wd,SUV,silver,va,6995
2013.0,ford,f250 super duty,excellent,8 cylinders,gas,183000.0,clean,automatic,rwd,pickup,white,tx,11200
2017.0,lexus,rx 350 sport utility 4d,good,6 cylinders,gas,12250.0,clean,other,fwd,other,red,tx,34990
2014.0,nissan,sentra,good,6 cylinders,gas,102271.0,clean,automatic,4wd,other,white,id,7995
2008.0,volkswagen,jetta,good,5 cylinders,gas,114512.0,salvage,automatic,fwd,sedan,black,nj,3400
2019.0,jeep,compass,good,6 cylinders,gas,9561.0,clean,automatic,fwd,sedan,silver,pa,22300
2017.0,audi,a6 30t premium plus sedan,good,6 cylinders,gas,24238.0,clean,automatic,4wd,sedan,white,wi,30590
2009.0,bmw,328i,excellent,6 cylinders,gas,175000.0,clean,automatic,rwd,sedan,black,tx,6000
2015.0,mercedes-benz,claclass,excellent,6 cylinders,gas,48272.0,clean,automatic,fwd,sedan,black,ca,22899
2002.0,mercedes-benz,other,excellent,8 cylinders,gas,71000.0,clean,automatic,4wd,coupe,black,hi,8900
2012.0,honda,accord,good,6 cylinders,gas,126000.0,clean,automatic,4wd,sedan,white,fl,700
2005.0,ford,other,good,8 cylinders,diesel,70700.0,clean,automatic,4wd,truck,white,fl,19950
2018.0,ford,ecosport,good,3 cylinders,gas,21224.0,salvage,automatic,fwd,pickup,white,ia,9950
2009.0,lexus,other,good,6 cylinders,gas,123029.0,clean,automatic,4wd,sedan,white,wa,13988
2017.0,ram,2500 laramie,excellent,6 cylinders,diesel,112000.0,clean,automatic,4wd,sedan,silver,id,45000
2014.0,bmw,3 series,good,4 cylinders,gas,77116.0,clean,automatic,4wd,sedan,black,mo,18990
2016.0,nissan,versa,good,6 cylinders,gas,41500.0,lien,manual,4wd,sedan,silver,az,7500
2008.0,toyota,scion tc,good,6 cylinders,gas,138580.0,clean,manual,fwd,sedan,blue,ne,6000
2003.0,acura,mdx,good,6 cylinders,gas,150000.0,clean,automatic,rwd,SUV,custom,ma,2650
2011.0,ford,other,good,8 cylinders,diesel,170184.0,clean,automatic,4wd,pickup,green,ca,38990
2017.0,ford,focus,good,4 cylinders,gas,26738.0,clean,manual,fwd,hatchback,blue,hi,0
2015.0,chevrolet,malibu,good,6 cylinders,gas,100000.0,clean,automatic,4wd,sedan,white,fl,1
2011.0,honda,odyssey exl,like new,6 cylinders,gas,145741.0,clean,automatic,fwd,van,silver,ny,10995
1992.0,chevrolet,g20 van,good,8 cylinders,gas,139000.0,clean,automatic,rwd,van,blue,wa,9000
2001.0,subaru,impreza,good,4 cylinders,gas,135527.0,clean,manual,4wd,wagon,blue,or,5995
2020.0,cadillac,xt4 premium luxury,good,6 cylinders,gas,12274.0,clean,other,4wd,hatchback,black,oh,33990
2014.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,128000.0,lien,automatic,4wd,truck,red,mt,23500
1998.0,jeep,wrangler,good,4 cylinders,gas,123450.0,clean,manual,4wd,offroad,red,ca,7500
2008.0,toyota,other,like new,6 cylinders,gas,104232.0,clean,automatic,rwd,truck,white,nv,19995
2014.0,nissan,altima,excellent,4 cylinders,gas,100728.0,clean,automatic,fwd,sedan,grey,fl,11900
2019.0,ford,other,good,6 cylinders,other,24453.0,clean,other,fwd,sedan,red,co,15590
2018.0,buick,encore,good,4 cylinders,gas,34000.0,clean,automatic,4wd,SUV,custom,in,20850
2005.0,toyota,tundra double cab,good,8 cylinders,gas,192620.0,clean,automatic,4wd,pickup,white,wa,12995
2005.0,ford,escape,good,6 cylinders,gas,93383.0,clean,automatic,4wd,other,blue,ma,4495
2017.0,ford,f150,excellent,6 cylinders,gas,105179.0,clean,automatic,4wd,truck,red,ok,0
2006.0,ford,econoline commercial cutaway,excellent,8 cylinders,gas,172894.0,clean,automatic,rwd,sedan,white,co,14995
2005.0,chevrolet,trailblazer,good,6 cylinders,gas,166786.0,clean,automatic,4wd,SUV,green,mn,3999
2012.0,kia,soul base,good,4 cylinders,gas,84495.0,clean,automatic,fwd,hatchback,white,wa,116
2013.0,chevrolet,silverado 1500 crew cab,good,8 cylinders,other,118620.0,clean,automatic,4wd,pickup,red,az,25988
2012.0,hyundai,genesis,good,6 cylinders,other,93340.0,clean,automatic,4wd,sedan,white,oh,9995
2006.0,toyota,sequoia,good,8 cylinders,gas,226600.0,clean,automatic,4wd,SUV,grey,mi,8000
1997.0,ford,e350,good,8 cylinders,gas,278659.0,clean,automatic,rwd,sedan,white,ks,6500
2004.0,ford,explorer,good,6 cylinders,gas,109879.0,clean,automatic,4wd,sedan,white,ca,3900
2010.0,honda,odyssey exl,excellent,6 cylinders,gas,157231.0,clean,automatic,4wd,sedan,white,ga,6995
2017.0,toyota,tacoma,good,6 cylinders,gas,48669.0,clean,automatic,4wd,pickup,grey,co,33498
2018.0,fiat,124 spider classica,good,6 cylinders,other,40627.0,clean,other,rwd,other,white,ca,19990
2000.0,ford,super duty f350 drw,good,8 cylinders,diesel,235823.0,clean,automatic,4wd,truck,white,id,13995
2018.0,ford,explorer xlt,good,6 cylinders,gas,28510.0,clean,automatic,4wd,sedan,white,fl,27414
2012.0,acura,tl,good,6 cylinders,gas,92826.0,clean,automatic,fwd,sedan,white,ok,15998
2015.0,nissan,altima 25 s,good,6 cylinders,gas,24295.0,rebuilt,automatic,4wd,sedan,white,ct,8995
2012.0,chevrolet,suburban,good,8 cylinders,gas,26845.0,clean,automatic,4wd,SUV,white,oh,31998
2012.0,chevrolet,silverado 2500 hd crew cab,good,8 cylinders,diesel,156457.0,clean,automatic,4wd,pickup,black,ak,31999
2018.0,dodge,grand caravan wheelchair,excellent,6 cylinders,gas,31000.0,clean,automatic,fwd,sedan,white,wi,37500
2017.0,nissan,titan crew cab sv pickup,good,8 cylinders,gas,34365.0,clean,other,4wd,pickup,silver,dc,26990
2014.0,toyota,tundra crewmax sr5 pickup,good,6 cylinders,other,55251.0,clean,other,4wd,pickup,red,ar,33590
2020.0,ford,mustang gt coupe 2d,good,6 cylinders,other,2516.0,clean,other,4wd,coupe,black,ny,39590
2003.0,ford,explorer xlt,good,6 cylinders,gas,166000.0,clean,automatic,4wd,SUV,blue,ga,2000
2008.0,mercedes-benz,other,good,6 cylinders,gas,223600.0,clean,automatic,4wd,sedan,white,va,8500
2013.0,honda,accord lx,good,6 cylinders,gas,83555.0,clean,automatic,4wd,sedan,white,nc,0
2006.0,ford,ranger,good,6 cylinders,gas,124396.0,clean,manual,fwd,pickup,red,ks,8000
2013.0,toyota,avalon,excellent,6 cylinders,gas,89526.0,clean,automatic,fwd,sedan,white,az,14450
1997.0,jeep,wrangler,good,6 cylinders,gas,197000.0,clean,manual,4wd,sedan,white,pa,6500
2017.0,cadillac,ats luxury sedan 4d,good,6 cylinders,other,19245.0,clean,other,rwd,sedan,white,mi,22990
2007.0,infiniti,g35x,good,6 cylinders,gas,101500.0,rebuilt,automatic,4wd,sedan,white,ok,7500
2006.0,dodge,stratus,excellent,6 cylinders,gas,130000.0,clean,automatic,4wd,sedan,white,mo,4900
2009.0,jeep,wrangler,excellent,6 cylinders,gas,145853.0,clean,automatic,4wd,sedan,white,wa,18995
1992.0,ford,econoline,excellent,6 cylinders,gas,150000.0,clean,automatic,4wd,sedan,white,ca,8500
2015.0,toyota,tacoma,excellent,6 cylinders,gas,87000.0,rebuilt,automatic,4wd,truck,black,nc,20000
2019.0,honda,civic sedan,good,6 cylinders,gas,38381.0,clean,automatic,fwd,sedan,white,ma,18221
2008.0,audi,a6,good,6 cylinders,gas,179900.0,clean,automatic,4wd,sedan,black,mn,5499
2008.0,audi,a6,good,6 cylinders,gas,136000.0,clean,automatic,4wd,sedan,white,in,3500
2013.0,dodge,grand caravan,excellent,6 cylinders,gas,149396.0,clean,automatic,fwd,mini-van,black,in,8500
2016.0,ford,mustang,good,4 cylinders,gas,100694.0,clean,automatic,rwd,coupe,red,co,20995
2005.0,chevrolet,corvette,good,8 cylinders,gas,33066.0,clean,automatic,rwd,coupe,silver,ia,26995
2020.0,tesla,model 3 standard range,good,6 cylinders,electric,9665.0,clean,other,4wd,sedan,white,ma,38990
1995.0,gmc,other,fair,8 cylinders,gas,249000.0,clean,automatic,rwd,truck,white,co,3333
2018.0,dodge,charger rt scat pack,good,8 cylinders,gas,14706.0,clean,other,rwd,sedan,red,nh,38990
2005.0,toyota,camry,good,4 cylinders,gas,116755.0,clean,automatic,rwd,sedan,white,ca,5000
2015.0,jeep,grand cherokee,good,6 cylinders,gas,45713.0,clean,automatic,4wd,SUV,white,nh,21995
2018.0,bmw,x3,good,6 cylinders,gas,24281.0,clean,automatic,4wd,SUV,black,tx,36975
1995.0,ford,mustang gt,good,8 cylinders,gas,123399.0,clean,manual,rwd,sedan,silver,nm,8995
2012.0,ford,other,excellent,8 cylinders,diesel,156401.0,clean,automatic,rwd,sedan,white,ks,27988
2002.0,ford,other,good,6 cylinders,gas,209000.0,clean,automatic,4wd,sedan,white,ca,6900
2013.0,ford,fusion se,new,6 cylinders,gas,59257.0,clean,automatic,4wd,sedan,white,ca,895
2014.0,jeep,wrangler,good,6 cylinders,gas,128408.0,clean,automatic,4wd,SUV,black,nh,22888
1980.0,volkswagen,vanagon,excellent,6 cylinders,gas,93000.0,clean,automatic,4wd,van,blue,ia,29000
2021.0,ford,other,good,6 cylinders,diesel,18.0,clean,automatic,4wd,sedan,white,fl,60515
2016.0,kia,soul,excellent,6 cylinders,gas,63618.0,clean,automatic,fwd,hatchback,white,or,13977
2003.0,lexus,es 300,excellent,6 cylinders,gas,185000.0,clean,automatic,fwd,sedan,grey,fl,3400
2010.0,honda,accord,good,6 cylinders,gas,140293.0,clean,automatic,4wd,sedan,silver,fl,6995
2009.0,bmw,328i,good,6 cylinders,gas,160000.0,clean,automatic,rwd,sedan,blue,va,5500
2009.0,nissan,altima,excellent,4 cylinders,gas,111800.0,clean,automatic,fwd,sedan,white,ny,6795
2015.0,ford,edge sel,good,6 cylinders,gas,133675.0,clean,automatic,4wd,SUV,black,tn,0
2005.0,subaru,other,good,4 cylinders,gas,172731.0,clean,automatic,4wd,hatchback,grey,nh,2990
2008.0,dodge,durango,salvage,6 cylinders,gas,180000.0,parts only,automatic,4wd,sedan,white,ks,5
2011.0,mercedes-benz,clclass cl 550,good,8 cylinders,gas,66944.0,clean,automatic,4wd,coupe,black,nc,27990
2001.0,volkswagen,passat,good,6 cylinders,gas,165000.0,clean,automatic,4wd,sedan,white,mt,3000
2008.0,toyota,highlander,good,6 cylinders,gas,140287.0,clean,automatic,4wd,mini-van,white,ct,8501
2008.0,chevrolet,equinox,good,6 cylinders,gas,158963.0,clean,automatic,fwd,SUV,black,fl,6100
2010.0,rover,hse,excellent,6 cylinders,gas,109000.0,clean,automatic,4wd,sedan,green,ct,13990
2002.0,gmc,sierra 1500,like new,8 cylinders,gas,146000.0,clean,automatic,4wd,pickup,white,tx,13000
2014.0,cadillac,cts,good,6 cylinders,gas,106284.0,clean,automatic,rwd,coupe,grey,fl,16995
2009.0,jeep,liberty sport 4x4,excellent,6 cylinders,gas,178559.0,clean,automatic,4wd,SUV,black,sc,5995
2012.0,ford,f150 supercrew cab lariat,good,6 cylinders,gas,178159.0,clean,automatic,4wd,truck,brown,or,19998
2013.0,hyundai,elantra,like new,6 cylinders,gas,68926.0,clean,automatic,4wd,sedan,white,ok,10988
2015.0,mazda,cx5 sport,good,4 cylinders,gas,170231.0,clean,automatic,fwd,SUV,grey,al,8950
2017.0,ford,expedition,good,6 cylinders,gas,30680.0,clean,automatic,rwd,SUV,white,id,37199
2018.0,toyota,corolla,good,6 cylinders,gas,26335.0,clean,automatic,fwd,sedan,silver,or,18999
2013.0,mercedes-benz,glkclass,excellent,6 cylinders,gas,96255.0,clean,automatic,4wd,SUV,white,tn,16500
2015.0,lexus,is 250,good,6 cylinders,gas,81000.0,clean,automatic,4wd,sedan,black,co,21000
2018.0,toyota,yaris ia sedan 4d,good,6 cylinders,gas,33200.0,clean,other,fwd,sedan,red,nv,15990
2000.0,toyota,sienna,good,6 cylinders,gas,250000.0,clean,automatic,4wd,sedan,white,ct,2000
2011.0,chevrolet,silverado 1500,good,8 cylinders,gas,179000.0,clean,automatic,4wd,sedan,white,ny,10500
2012.0,jaguar,xf portfolio sedan 4d,good,8 cylinders,gas,27537.0,clean,other,rwd,sedan,blue,ma,21590
2005.0,dodge,grand caravan,good,6 cylinders,gas,107870.0,clean,automatic,4wd,sedan,blue,or,4995
2014.0,gmc,sierra 1500 double cab sle,good,8 cylinders,other,107707.0,clean,automatic,4wd,pickup,silver,ar,0
2020.0,jeep,grand cherokee,good,6 cylinders,gas,7476.0,clean,automatic,4wd,SUV,white,nh,44200
1955.0,ford,other,good,8 cylinders,gas,5087.0,clean,automatic,rwd,sedan,blue,ia,22995
2012.0,audi,s4,good,6 cylinders,gas,100700.0,rebuilt,automatic,4wd,sedan,grey,ny,11900
2005.0,ford,f750,good,6 cylinders,diesel,77124.0,clean,automatic,4wd,sedan,white,tx,29000
2020.0,ford,other,good,6 cylinders,gas,0.0,clean,automatic,rwd,pickup,white,fl,0
2019.0,ford,other,excellent,6 cylinders,diesel,16190.0,clean,automatic,4wd,sedan,white,al,64495
2012.0,subaru,other,good,6 cylinders,gas,79273.0,clean,other,4wd,sedan,white,mo,19590
2011.0,buick,other,excellent,6 cylinders,gas,109178.0,clean,automatic,fwd,SUV,brown,la,10495
2021.0,gmc,terrain,good,6 cylinders,gas,3451.0,clean,automatic,fwd,sedan,white,il,34685
1996.0,ford,thunderbird,fair,6 cylinders,gas,100000.0,clean,automatic,rwd,coupe,white,fl,1000
1992.0,ford,other,fair,8 cylinders,gas,200000.0,clean,automatic,4wd,SUV,custom,nc,5000
2012.0,toyota,highlander,excellent,6 cylinders,gas,190551.0,clean,automatic,4wd,SUV,grey,mn,11999
2018.0,alfa-romeo,romeo stelvio ti sport,good,6 cylinders,gas,19988.0,clean,other,4wd,hatchback,white,pa,35990
1990.0,chevrolet,corvette,excellent,8 cylinders,gas,54000.0,clean,manual,rwd,sedan,green,pa,13000
2008.0,dodge,grand caravan,good,6 cylinders,gas,161000.0,clean,automatic,4wd,sedan,silver,ny,3500
2008.0,hyundai,elantra se,good,4 cylinders,gas,121000.0,clean,automatic,fwd,sedan,silver,ri,4950
2016.0,dodge,dart,excellent,4 cylinders,gas,67562.0,clean,automatic,fwd,sedan,white,oh,8995
2013.0,honda,accord,good,6 cylinders,gas,94500.0,salvage,automatic,4wd,sedan,white,ca,8500
2013.0,mazda,mazda3 i touring hatchback,good,6 cylinders,gas,64046.0,clean,other,fwd,hatchback,white,ok,12990
2001.0,ford,f150 super cab,good,8 cylinders,gas,179772.0,clean,automatic,4wd,pickup,black,ca,7999
2009.0,ford,f350 super duty crew cab,good,8 cylinders,diesel,85012.0,clean,automatic,4wd,pickup,custom,ca,19995
2013.0,nissan,armada,good,6 cylinders,gas,180153.0,clean,automatic,4wd,wagon,silver,fl,15995
2017.0,chevrolet,silverado 1500,good,8 cylinders,gas,101017.0,clean,automatic,4wd,sedan,silver,mn,28995
2014.0,jeep,other,excellent,4 cylinders,gas,74000.0,lien,automatic,4wd,SUV,black,wi,15499
2011.0,ford,explorer sport trac,excellent,6 cylinders,gas,125787.0,clean,automatic,4wd,truck,white,fl,0
2016.0,gmc,sierra 1500 regular cab,good,6 cylinders,other,96156.0,clean,automatic,4wd,pickup,white,ks,14999
2006.0,gmc,c5500,good,8 cylinders,other,290000.0,clean,automatic,rwd,truck,yellow,ks,4999
2014.0,dodge,grand caravan,excellent,6 cylinders,gas,146253.0,clean,automatic,fwd,mini-van,grey,ca,7499
2010.0,bmw,other,excellent,10 cylinders,gas,56000.0,clean,automatic,rwd,convertible,black,nv,29995
2010.0,kia,soul,good,6 cylinders,gas,175495.0,clean,automatic,4wd,sedan,white,mn,3695
2011.0,ford,edge sel,excellent,6 cylinders,gas,90000.0,clean,automatic,4wd,SUV,silver,nc,9895
2017.0,ford,f150,good,6 cylinders,other,41250.0,clean,automatic,fwd,pickup,white,wy,29499
2014.0,ram,promaster 3500,good,6 cylinders,gas,160510.0,rebuilt,automatic,fwd,sedan,white,wi,14900
2015.0,toyota,other,good,6 cylinders,other,94934.0,clean,automatic,fwd,sedan,white,ma,13977
2019.0,gmc,sierra 1500 limited double,good,8 cylinders,gas,14222.0,clean,other,4wd,pickup,blue,ar,36590
2019.0,ram,other,good,6 cylinders,diesel,5104.0,clean,automatic,4wd,truck,black,wa,79999
2016.0,buick,regal gs sedan 4d,good,6 cylinders,gas,52194.0,clean,other,4wd,sedan,white,oh,20590
1963.0,buick,riviera,excellent,8 cylinders,gas,75000.0,clean,automatic,fwd,coupe,silver,sc,25000
2008.0,toyota,tundra,good,6 cylinders,gas,105349.0,clean,automatic,4wd,sedan,brown,oh,18555
2006.0,subaru,other,good,6 cylinders,gas,193000.0,clean,automatic,4wd,sedan,white,nc,8995
2014.0,bmw,x5 xdrive35i,like new,6 cylinders,gas,89473.0,clean,automatic,4wd,sedan,white,fl,23995
2015.0,chevrolet,silverado 1500 crew cab,good,8 cylinders,gas,146867.0,clean,automatic,4wd,pickup,black,ks,23999
2016.0,jeep,patriot,excellent,4 cylinders,gas,125000.0,clean,automatic,fwd,sedan,white,ky,8100
1999.0,dodge,durango,like new,8 cylinders,gas,74000.0,clean,automatic,4wd,SUV,silver,oh,9795
2010.0,subaru,forester,excellent,4 cylinders,gas,192211.0,clean,automatic,4wd,SUV,blue,ks,5500
2002.0,ford,other,good,6 cylinders,gas,196000.0,clean,automatic,4wd,truck,black,tn,15500
2002.0,lexus,rx,good,6 cylinders,gas,315193.0,clean,automatic,4wd,SUV,silver,nj,3999
1963.0,ford,falcon,excellent,6 cylinders,gas,30000.0,clean,manual,rwd,convertible,red,ny,14500
2014.0,volvo,s60 t5,good,5 cylinders,gas,118059.0,clean,automatic,4wd,sedan,blue,ca,10999
2012.0,chevrolet,cruze,excellent,4 cylinders,gas,129000.0,clean,automatic,4wd,sedan,grey,ca,5800
1988.0,buick,reatta,good,6 cylinders,gas,77000.0,clean,automatic,fwd,coupe,red,ks,5995
2016.0,audi,other,good,4 cylinders,gas,60800.0,lien,automatic,4wd,SUV,black,wi,16800
2014.0,chevrolet,silverado 1500,good,6 cylinders,gas,147328.0,clean,automatic,4wd,truck,black,va,0
2020.0,ford,ranger supercab xlt pickup,good,6 cylinders,gas,4487.0,clean,other,4wd,pickup,blue,ca,32590
2018.0,tesla,model x,good,6 cylinders,electric,11034.0,clean,automatic,4wd,SUV,white,wa,1004
2010.0,ford,explorer,good,6 cylinders,gas,133434.0,clean,automatic,4wd,sedan,black,wa,9988
2002.0,bmw,other,excellent,8 cylinders,gas,59300.0,clean,manual,rwd,sedan,silver,sc,48800
2013.0,dodge,dart sxt,excellent,6 cylinders,gas,80421.0,clean,manual,fwd,sedan,blue,oh,8995
2014.0,dodge,dart,good,4 cylinders,gas,106999.0,clean,automatic,fwd,sedan,white,or,0
2018.0,acura,ilx premium and aspec,good,6 cylinders,other,30557.0,clean,other,fwd,sedan,white,tx,22990
2004.0,jeep,grand cherokee laredo,good,6 cylinders,gas,1.0,clean,automatic,rwd,SUV,silver,wa,2995
1996.0,ram,3500,good,6 cylinders,diesel,266000.0,clean,automatic,4wd,offroad,white,ca,19400
2015.0,bmw,428i gran coupe,excellent,4 cylinders,gas,66000.0,clean,automatic,rwd,coupe,black,ca,22000
2014.0,ford,f150,excellent,8 cylinders,gas,44675.0,clean,automatic,4wd,truck,white,oh,0
2008.0,ford,f150 xl,good,8 cylinders,gas,0.0,clean,automatic,rwd,pickup,red,il,5995
2015.0,toyota,rav4,excellent,4 cylinders,gas,80500.0,clean,automatic,4wd,SUV,silver,or,18500
2010.0,toyota,other,good,6 cylinders,hybrid,61102.0,clean,other,fwd,hatchback,white,tx,12990
2000.0,cadillac,escalade,fair,8 cylinders,gas,200000.0,salvage,automatic,4wd,SUV,black,nv,2000
1973.0,pontiac,lemans,like new,8 cylinders,gas,67800.0,clean,automatic,rwd,coupe,yellow,il,15000
2015.0,gmc,canyon,good,6 cylinders,gas,136632.0,clean,automatic,4wd,sedan,white,tn,22243
2016.0,mini,cooper s,good,6 cylinders,gas,43880.0,clean,automatic,4wd,sedan,white,nc,0
2014.0,audi,other,good,6 cylinders,gas,102957.0,clean,automatic,4wd,SUV,white,or,0
2018.0,ford,f150,excellent,8 cylinders,gas,66029.0,clean,automatic,4wd,truck,red,ga,34995
2013.0,lincoln,other,good,6 cylinders,gas,83040.0,clean,other,4wd,sedan,red,az,17590
2016.0,jeep,renegade,good,4 cylinders,gas,84339.0,clean,automatic,4wd,SUV,black,mi,14498
2016.0,chevrolet,silverado 1500 double,good,6 cylinders,other,6910.0,clean,other,4wd,pickup,white,md,30990
2010.0,bmw,328xi,excellent,6 cylinders,gas,76952.0,clean,automatic,4wd,sedan,silver,ny,11250
2016.0,dodge,grand caravan,good,6 cylinders,gas,83385.0,clean,automatic,4wd,sedan,white,nc,0
2017.0,audi,other,like new,10 cylinders,gas,7500.0,clean,automatic,4wd,coupe,grey,ma,133995
2008.0,toyota,fj cruiser,like new,6 cylinders,gas,180000.0,clean,automatic,rwd,SUV,white,mi,12500
2018.0,jeep,wrangler jk unlimited,excellent,6 cylinders,gas,15099.0,clean,manual,4wd,SUV,white,ks,54995
2015.0,dodge,grand caravan,excellent,6 cylinders,gas,121615.0,clean,automatic,fwd,mini-van,red,tx,12999
2018.0,chevrolet,cruze,good,4 cylinders,gas,79025.0,clean,manual,fwd,sedan,black,nc,11995
1972.0,chevrolet,corvette,excellent,8 cylinders,gas,9373.0,rebuilt,automatic,rwd,coupe,green,nc,33500
2012.0,volkswagen,jetta,good,6 cylinders,gas,101546.0,clean,automatic,4wd,sedan,white,ca,7200
2013.0,volkswagen,beetle turbo,good,6 cylinders,gas,90193.0,clean,automatic,fwd,hatchback,white,ma,13990
2010.0,mazda,mazda6 i touring,good,4 cylinders,gas,106817.0,clean,automatic,4wd,sedan,silver,va,5700
2000.0,chevrolet,silverado,good,6 cylinders,diesel,100000.0,clean,automatic,4wd,sedan,white,fl,50000
2005.0,nissan,altima,excellent,6 cylinders,gas,66984.0,clean,automatic,4wd,sedan,red,ny,0
2016.0,lexus,es 350,like new,6 cylinders,gas,64662.0,clean,automatic,4wd,sedan,grey,fl,23995
